level_0,index,text,labels
5934,7720,عارف انت لما مختلف حبت عن باقي مجتمع فيبقي عندك سءال بيجبلك صداع داي انت كيف هيك انت ليه هيك,U
5935,7721,الله يسلمك شويه صداع بس نثينق سيريس,U
5936,7722,طول نهار مو حاسه بشي حال حاسه بكلشي صداع لءيم بردانه ايدي وجمسي عم يوجعو 2 7,U
5937,7724,11226 يوه عاد يا صداع عطر,U
5938,7725,55 عملي صداع كوبري,U
5939,7726,كبري يجيب صداع صراحه,U
5940,7727,عليك صداع قاعده فيه انا,U
5941,7728,شسالفه الكل صداع,U
5942,7729,متتخيل كميه المو صداع الي انه مو بيهه حال,U
5943,7731,شيكابالا مش عامل صداع لحد ولا حارق ولا بيفكر فيه ولا شاغل بال بيه,U
5944,7733,احسس صداع متي كبرت و صارت كل هالمسءولي ع راسي,U
5945,7734,27 افحصي بعيد الشر صداع نصفي وعسي ربي يشفيج ويعافيج,U
5946,7736,امبيه صداع من ضحك قهر في ان واحد,U
5947,7737,مستحيل اصحي عادي لازم صداع او اذني مضروبه من برد,U
5948,7738,ثامن حاجه ابلط من اي مكان فيه صداع لك اريحلك راس,U
5949,7739,عباره عن صداع,U
5950,7740,تعمل شوربه عدس اخضر اصفر اسود ٣ مرات اسبوع لطرد سموم حراره من جسم لتخفيف حكه حبوب لامراض اكزي صدفيه حساسيه ارتيكار كاريزما29 كاريزما30 هلال نصر اتحاد اهلي ربو عقم ارق صداع تصلب لويحي روماتويد ذءبه حمراء قول 3,U
5951,7741,صداع من كتر سمسمه بجد,U
5952,7742,ورا اسبوع شغل من اللي بيجيب صداع دول فاتم كل اللي يشوف تويت دي يدعيلي بحاجه حلوه,U
5953,7744,يارب صداع يجيله صداع عشان يحس,U
5954,7746,صداع عيون,U
5955,7747,7 7 طعم احسه يجيب صداع غثي اكتءاب,U
5956,7748,اما صداع جامد بصحيح,U
5957,7749,صداع نصفي يقول زود عندي,U
5958,7751,صداع يا براهيم,U
5959,7752,فيه صداع وراء عيو مدري عدسه نظاره زفت ولا اعراض انسحابيه من نومه عصر,U
5960,7754,بعد مع صداع كل يوم,U
5961,7755,ده صداع جيوب انفيه مرتبط داء بتغيير فصول,U
5962,7756,اذا جمعك قدر مع مسرد ماعليك سوي استماع مرغ بسرده لايسمن ولايغ بعد ستغادر مكان دون فاءده ينتابك صداع راس,U
5963,7757,وقايه من صداع جوع تناول وجبه افطار تناول اطعمه صحيه في وقت محدد تناول وجب صغيره بين وجب رءيسيه ثلاث تجنب شوكولاته عصاءر محلاه لان ترفع مستوي سكر الدم احمل داء فاكهه كامله مثل تفاح او برتقال وعلبه من مكسر,U
5964,7758,ولد خالتي عشان جامعه امس لا فايزر ولا اكسفورد اتوقع مودير لكن تكلم امه تبغي شيء يخفف قلت خليه يتحجم لانو من امس ماسكه صداع والم في كل جسمه الله يلطف بحال طلاب لا تطعيم اجباري116,U
5965,7759,صداع يكاد يهشم جمجمتي,U
5966,7760,2020 620 والله عندي صداع يفوقو,U
5967,7761,5 بجد ضحكت عليك لين اجا صداع,U
5968,7762,1881995 ياختي بركه بلا صداع,U
5969,7763,عنجد رقده الي توا هذ عليك صداع جاني,U
5970,7764,معي صداع في ظهري كيف مدري بس الي متاكد منه انه صداع,U
5971,7765,صداع من كتر عياط,U
5972,7766,اعراض مرض بلاجرا هي تهاب حاد جلد و اسهال و غثي و صداع و اكتءاب,U
5973,7767,7 989 شاطر صفقو له,U
5974,7768,صداع يدق اجراسه في راسي وجسد متعب يطالب راحه وتفكير لا ينتهي ولا اعلم الي اين,U
5975,7770,فكره اللي عند بتاعت شيكا عامل صداع اللي يعملي صداع وعقده واحد زي احمر واحد زي عمرو زكي واحد زي ونش واحد زي اشرف قاسم احمد كاس اللي يعملي صداع يعملي صداع بمستواه ده لاعيب عاش طول عمره في شنكار حسام عاشور لاعيب في ماتش كبيره مش موجود لاعيب متوتر داي,U
5976,7771,ماحكي لكم عن صداع جيوب انفيه,U
5977,7772,8 صداع من درر,U
5978,7774,عايزه حياه بلا صداع,U
5979,7775,55 والله صداع يارجل شيء غريب نقاش صعب معا,U
5980,7776,410 صوته لحاله صداع كيف اغنيه,U
5981,7779,صداع 9,U
5982,7780,7 قومي اغسلي مواع و مش عايز صداع,U
5983,7782,دربكه يوم فاتو انبشقت في شكل صداع,U
5984,7783,ياناس والله صداع بكره معي تطبيق رياضي مو قادره افهم شي وربي بجيب عيد,U
5985,7784,صداع اوفر,U
5986,7785,اكثر انسانه يجي صداع وغثي من هوا,U
5987,7786,عندي صداع بقاله تلت ايام مبيروحش والله هو ف اي,U
5988,7787,1 صداع هذا وششش,U
5989,7790,كميه صداع وتعب دوام دوام دوام الي متي 0,U
5990,7791,صداع ونشله واحتق,U
5991,7792,47 شارت علي اسبوعي تعطي قراءه اخري بعيد عن صداع مضارب يوميه هذا شارت سهم عطاء تعليميه لمده سنه اسبوعي هل يستمر في صعود 03 7,U
5992,7793,تجاعيدي تميمه كل صبح وليلي حرزه جفن قريح فما بي نهده لولا بصدري افاع كاد يخنق فحيح صداع مزمن وخيول فكري تواصل عدو لا تستريح ساخلع رغبه نوم راسي لعلي من صداعي استريح,U
5993,7794,الله لا يحط احد في مكا ويسمع ازعاج طوارء سلمانيه من صبح لليل رسم صداع نصفي غير الم الا فيني,U
5994,7796,نواف هذا حال بس الله يعين من جاي شكل يبي يجي صداع نفسي وناكل حبوب سكر وضغط مع مدرب هذا,U
5995,7797,سوالفك وانتي توك قاعده من نوم بنادول صداع ايامي ويااااااه مااجمل عيونك وضحكتك اموت مانسيت نفسي اسهر معهاااا,U
5996,7798,52255 وما تحمله من عناء وصراع و صداع خلال,U
5997,7799,ف ناس ف حياتي يجيل صداع يجيلي صداع مود يبقي وحش مودي يبقي اوحش مبسوط انا مبسوطه ولو هو ده ترابط روحي حد يبلغ ياخد بال حياه ناس مش لعبببه,U
5998,7800,عندي صداع لسنه قدام ومش عارف اتعامل معاه ازاي تعبت بجد,U
5999,7801,ابي انام حالا بالا مواصله من ١٢ ليل امس لكن لازم ارتب اغراضي عشان ملكه اختي بعد كم يوم و فستا اللي كنت متحمسه له مرره طلع مو مره حلو علي هو حلو لكن مو حلو علي اعتقد لو علي احد ثاني كان بيطلع احلا بس يلا عادي ابي انام جاني صداع,U
6000,7802,صداع من قله نوم ومن كثره تفكير,U
6001,7803,14 3 انا سايب تغن مع بعض براحت عشان عندي صداع صراحه لان نجار هو اللي خلا مكملش حوار معاه بسبب طريقته معا وانا لا قولت انها صح ولا هي غلط,U
6002,7804,صداع لدرجه اني مقدر انام,U
6003,7805,صداع واالله,U
6004,7806,33 ماهو حلو اخلاقه لك رقع صداع وتوه خف اعما,U
6005,7807,صداع حلج,U
6006,7808,صداع واختبار الان,U
6007,7809,اولي سببت لي صداع مزمن ثانيه صداع وتساقط عجيب في شعري ثالثه ايش بتسوي,U
6008,7812,لي يوم ماسك صداع مو طبيعي قسم احس بموت من ورا هالصداع,U
6009,7814,الم بطن والم اسن والم اذن بسبب صداع عن تجربه شخصيه كلام دكتور,U
6010,7815,14 لا انت هنا خانك تفكير انا بس مش عاوز ادخل في نقاش هيجيب صداع ديني رخم ليا عشان كده قولت ما علي,U
6011,7816,عندي صداع ف ضهري,U
6012,7817,ياساتر كميه صداع,U
6013,7819,في لفته انسانيه من ماما قالتلي تعالي اسرحلك شعرك مسكت مشط حفرت راسي مش سرحته لاء و لمته لمه جبتلي صداع و في اخر عملتلي كحكه شدتلي قفا بقيت حاسه اني عندي اتب و خايفه افك شعري دلوقتي,U
6014,7820,65898519 حمد لله ثلاثه ايام تاع صداع,U
6015,7821,صداع مستمر ليهو ٣ ايام الحل,U
6016,7822,اول محاضره احضر لها وعانيت من صداع حاد بسبب حده صوت وانفعال جعل اشك انها ستلهث لمده ساع بعد نهايه محاضره حسنه اني راح اسمع صوت مره كل اسبوع,U
6017,7824,صداع مو طبيعي وش ذا نومه خايسه,U
6018,7825,مشاكل حريم صداع اقسم ب الله,U
6019,7826,439 ثانيه شويه صداع,U
6020,7828,كميه صداع ونومي مرهه ملخببط,U
6021,7829,اكرهه نومه عصر يجي صداع,U
6022,7830,فيني صداع,U
6023,7832,71 تكف وعاد لاصارت امك تدرس صداع,U
6024,7833,صداع من كتر كلام تقيل,U
6025,7836,نمت بس ساع وانا مواصله و اهلييي صداع ونكد,U
6026,7837,جاني صداع طول مايروح ويوم اخذت بندول ثانيه وراح ماابييي احللفففف انه موضوع نفسيييييي بس,U
6027,7838,٠٠ نوم عصر صداع لااحد ينام بعد,U
6028,7839,حاج مكتومه جوا بقت بتطلع علي شكل صداع قله نوم سكوت ضلمه وحده عدم تركيز,U
6029,7840,فعلا انا كتير شككو فيه وكنت هصدق اسف قلما رنان وقافيه تجيب صداع لاعداء نادي برا وجوا شكرا لكل صحفي متمسكا بما درسه من شرف مهنه ولم ينساق مال من اجل كلم وترند شكرا,U
6030,7841,صداع جالط اهل اهلي,U
6031,7842,0 لو علي كده يبقي فاكس شاي و دوسي في ينس بقي و شاي اخضر و اعشاب طيبه دي مش هتجيب صداع و لو في فوق هتفوقي برضو,U
6032,7843,اتساءل كيف تبدو حياه من غير صداع,U
6033,7844,راسي هالفتره عباره عن ١ ٪ راس و ٩٩ ٪ صداع,U
6034,7845,اصعب صداع في حياتي هو زن عدد مجموعه من اطفال ولا انا عارفه اسكت ذوق ولا اخبط بانبوبه تسكت,U
6035,7846,صداع صداع صداع من عدم سكري,U
6036,7847,صداع صدعت خلاص,U
6037,7848,صداع من كتر كاريز,U
6038,7849,13 صداع,U
6039,7850,اكرههه شي لما تشد تقويم كل شوي صداع ترند,U
6040,7851,اف ليت بندول او صداع ما يفرق,U
6041,7852,كلاس انقلش من ١ ل ٣ ٣٠ صدعت صداع مو طبيعي انا ليش ما اختبرت ايليتس وشلته افف اكره,U
6042,7853,عندي صداع محتاج اسند راسي ع شباك طياره,U
6043,7854,يرضي مين صداع كل يوم ده بس,U
6044,7855,ما بعرف انا ليه مستغربه انو ماسك صداع و صباح كلو اختي حضرت حصص جمب راسي,U
6045,7856,18 شحطو كرسي ههههههههه صداع حاد بعد مشاركه,U
6046,7857,صاب صداع تكفي خلي ننسي,U
6047,7858,ماسك صداع مو طبيعي يالله,U
6048,7859,متي يداوم ابتداءي جاني صداع من صوت مدرس 9,U
6049,7861,صداع الم حلق خمول يعني,U
6050,7862,انجليزي جايب لي صداع وفوق كذا بركه كلها جت بوقت عصر مش راضي يخلص,U
6051,7863,عمرو اديب مش اي حاجه هو اي حاجه تعمل صداع,U
6052,7864,46 2 صداع من منطقيه,U
6053,7865,اخ يالضغط صداع صدااع,U
6054,7866,10 404 ايه علاقه حياء موضوع مين قال ان دي حاجه تستوجب حياء هل بتتكسفي تقولي ان عندك دور برد او صداع,U
6055,7867,قروب واتس وامه طالب ولجت صداع اخاف احذف وماعاد اعرف واجب,U
6056,7868,يوم احد صداع,U
6057,7869,صداع راكب فيا ركبهه شينه,U
6058,7871,كنسل مابا حضوري دوام من ٨ ل٤ سببلي صداع وغثي و٣ انهيار,U
6059,7872,اول حاجه وقعت من علي سلم مره تالته اسبوع ده اقع تاني حاجه اتحط عليا في ميل تالت حاجه مهما حصل مينفعش تدي امان لاي حد رابع حاجه انا عندي صداع ليه,U
6060,7874,1388 صح احيا تسبب لي صداع بس اعرف اتح بقوت و نوع اختيار شكرا عزيزي,U
6061,7875,4431 ضربي فنج قهوه وخلي عنك سوالف صداع,U
6062,7876,اكره صداع اول يوم دوام,U
6063,7877,صداع قديم من غزل و كميه فلوس 3,U
6064,7878,9 7 اخوي تونه تسبب له صداع,U
6065,7879,صداع من قوه نوم,U
6066,7880,38 اه فعلا موضوع بقي صداع صراحه,U
6067,7881,كميه صداع ومزاط عرمم بكل,U
6068,7882,من رفض حوار مع طالب الي وضع مستوي حوار في اسبوع فقط وقريبا ستعترف ب طالب ثم تعا اقتصادي واستثمار وغير من امور صين صداع غرب جديد ولا يريد ان توسع نفوذ كثيرا,U
6069,7883,صداع من الحب,U
6070,7884,انا عندي صداع ابن حرامم,U
6071,7886,2 اطلع بره دمااااااااااااااغي عندي صداع,U
6072,7887,صداع نخااااع,U
6073,7888,صداع نهايه دوام مدري شلون اتصرف معه,U
6074,7889,محاضر عصر عباره عن صداع,U
6075,7890,حرف صداع مو طبعي,U
6076,7891,عيادتك فين يا دكتور عندي صداع بقالي سنين و مش لاقي ليه سبب و عملت كل اشعه و كشوف و برضو مش لاقي سبب,U
6077,7893,انا عايز اقعد ع بحر مع ترمس قهوه واقعد اصب واسمع اغا بس بدون بني ادم او صداع,U
6078,7895,صداع و بدايه قفله اخلاق عشا نمت صباح و لا صحيت افطر,U
6079,7896,10 علي كم بيع ثريد,U
6080,7897,حمدلله ما معنا هالاشياء ولا كان صداع ما يخلص كل شوي حد واقف علي راسك يقيمك ويهددك ٩٠ يوم الخ حمدلله شغال مرتاح علي راحت,U
6081,7898,مش عايز صداع هنا,U
6082,7899,مطر اطلع يروح صداع بعد,U
6083,7901,وربي صداع وتعب,U
6084,7902,جنت اشرب حليب يوم تقريبا لحد ما تخرجت من مدرسه حليب سواء مطعم او عادي او اي شي بس حال صرت كلما اشربه يجي صداع خاصه كامل دسم,U
6085,7903,حلقه ثالثه من اقدر اقول انها صداع في استعراض سلوك نفسه حاول نخفف من وقع وان نظهر بشكل اللي بتشوفونه لكن لاول مره راح تسمع تفاصيل هذا سلوك من مجرمينه انفس واعتقد هالتجربه ما هي موجوده قبل في اعلام يا رب نتوفق في ايصال رساله,U
6086,7904,صداع نصفي 2 1,U
6087,7905,هو انا ناقصه صداع فرح ايه هو انا ارتبط عشان اتجوز,U
6088,7906,محاضر لطيفه خفيفه عدي اخيره لان اعا للان من صداع حاد ولازم اسمع تاني لان ما كان ممكن اشارك لازم اكون مخفيه,U
6089,7907,ابله تشرح ومعدتك تعورك من هنا وفوق صداع وكلام كثير كيف شعور بالله,U
6090,7909,برد تكسير جسم صداع عدم نوم حر جسم منتهي صلاحيه,I
6091,7910,صداع من كثر قرف الي شفته,U
6092,7912,نطالب ملك دراسه عن بعد اي تكف توي راجعه من دوام و تعب مو طبيعي و صداع من قوه كتمه اللي جتنا,U
6093,7914,95 ما كفيا بالله علي صداع واصل لتونس,U
6094,7915,صداع صداع من تخلففففف والله مو قادره انام قاعده افكر كيف يتكلم كذا وش هالتخلف جد,U
6095,7916,صداع دنيا كلها براسي ماعمري شفت مثل زحمه لا اله الا الله,U
6096,7917,دراسه و صداع و نكد,U
6097,7918,انا زي بجيب صداع 88,U
6098,7919,شالفايده انجز واذاكر واخلص وبعد يجي صداع طول,U
6099,7921,صداع طلع عندي رياضي,U
6100,7922,بدي صداع,U
6101,7923,6 بموت صداع,U
6102,7924,صداع عين شرف,U
6103,7925,في ايه انا لسه صاحيه معملتش حاجه علش يجيلي صداع,U
6104,7926,ليس غدر ان يغدر بك عدوك انما غدر هو ان يغدر بك من سلمت له مفاتيح قلبك همس قصيد 6,U
6105,7928,تتمثل اعراض جسديه احتراق وظيفي بشعور فرد تعب و ارهاق انخفاض مناعه و كثره امراض صداع و الام عضل وجود تغير ملحوظ في شهيه و تتمثل اعراض نفسيه بشعور فرد بقله انتاجيه و قله رضا سلبيه زاءده انخفاض ثقه نفس,U
6106,7929,8 7 مافيه جهه مسءوله عن خرابيط اللي يطلبون ويادبون وش دخل عبايه حجاب كوب اللي بتصلحه صداع قسم بالله,U
6107,7930,وعن شعور غيره يشبه صداع راس لكنه في قلب,U
6108,7931,سماعه يمين اير سماعه يسار فيرن احلي صداع,U
6109,7932,هذا مو صداع متاكده,U
6110,7933,متلازمه صداع دوام,U
6111,7934,5 والله صداع خياس,U
6112,7936,ريحه بخاخ تجيب صداع,U
6113,7937,عندي صداع لو اتوزع علي ربع سكان ارض ل كفا,U
6114,7938,من حاجه فوق شهر فيروس جا باتي و امي بدن فيهم نفس اعراض صداع حراره وتكسير في جسم مايخليهمش يصبو بعد اسبوع باتي صح وطبعا لانه كان واخذ جرعه اوله من كم فتره هي الي فرقت معاه لكن امي استمر وضع وخشت حتي عالاكسج وتمت معاناه لمده شهر اتمنهش حتي عدوك,U
6115,7939,ياربي شن هل صداع غريب لي مش مخلي حتي نرقددد,U
6116,7940,كميه صداع,U
6117,7941,الله يجعله يوم خفيف صداع اقل ناس بثره اقل قهوه الذ,U
6118,7943,صداع من ال الي صار,U
6119,7944,صداع احد,U
6120,7945,صداع قهوه نعمه عند صداع توتر,U
6121,7946,ياعزتي لهم ماجرب يطلع من مبني ١١خ حزه امتح واهم يسال الله سلامه هذا غير صداع الي قاعد يراجع عند باب,U
6122,7948,لما تستضيف لعيب بنقل وحجم شيكا بالا لازم يطلع يتكلم عن بطولاته وانجازاته وبطول نادي بتاعه علي مدار عشر سنه انما تصدير فكره مءامره طول وقت وان بيتحط علي لدرجه انكم مش عارف ي حرام تفرح دوري يبقي انت كاب فاشل وفريق مش مرتب واداره مهزوزه بلاش صداع,U
6123,7949,صداع م بعد اول في مدرسه م يرحم نعممه,U
6124,7951,مش صداع ده لا ده قطع دماغي متكسره و محطوطه جنب بعض,U
6125,7952,صداع ومالي خلق,U
6126,7953,لازم نروق علي انفس في مواجه صداع مستقبل 7,U
6127,7954,صداع راس يكاد ان ينهي,U
6128,7955,12 00 دوام شيوخ خلص لكن بعد صداع ٤ محاضر ورا بعض 11 1 2 5,U
6129,7957,بعد لقاح صداع وبرد طول وقت مدري شسالفه الله يستر بس,U
6130,7958,يكفي متحركتش و جايب ل كله صداع,U
6131,7959,صداع من دراسه,U
6132,7960,صداع من 8 ف مستشفي,U
6133,7961,هذا وضع اللي يجيب لك صداع,U
6134,7962,كل شي يهون عند صداع جيوب انفيه,U
6135,7963,جات نوبه صداع لمده اسبوع وصرف لي طبيب مسكن سابوف حمدلله خلال يوم اختفي الم تما الان بعد مرور اسبوع علي اخر جرعه من علاج عاد صداع لكن اخف هل هذي نوبه اخري وكيف اتعامل معا,U
6136,7964,دكتور هل صداع شقيقه له علاقه بانتفاخ خفيفه راس,U
6137,7965,22 اخ صداع فيزياء,U
6138,7966,30 لازم مرافق عاليه واكسفورد متوفر ب مركز نجود كمان قبل اسبوع اخذ جرعه ثانيه اعرض معاي جات صداع ثاني يوم وكسل بس حمدلله,U
6139,7967,7 راصي راصي جاني صداع,U
6140,7968,8 5 لا انت صداع اي حياه,U
6141,7970,3 والله احيانن يجلس معي شهر كامل صداع ومع الم اسن مانقول الي الله يزين بس,U
6142,7971,6 هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه جاني صداع من ضحك,U
6143,7972,كثره تثاءب عند مريض صداع نصفي مءشر لحدوث نوبه صداع نصفي بعد يوم,U
6144,7973,وربي صداع صداع ماده سخيفه بس دش وكل صفحه نفس جمله طيب ليه تعلمو كيف اكتب علمو كيف يقر,U
6145,7974,مريض صداع نصفي يمر بمرحله اسم قبل يوم او يوم من حدوث ال و تتميز هذه مرحله بحدوث امساك تثاءب تغير مزاج وهذه مرحله تسبق ال صداع يستمر من 4 ساع ل 72 ساعه,U
6146,7976,فيه اعلامي لو ماينتقد يجيه صداع ومغص اهم شي يتكلم بس,U
6147,7977,صداع جوع الم ظهر جامعه,U
6148,7978,صداع نوم العن صداع,U
6149,7979,شيكابالا عامل صداع لناس كتير بكلامه امبارح صباح ابيض بخط حمر اسال شيكابالا,U
6150,7980,صداع فوق صداع,U
6151,7981,27 اولا فتشي علي سبب صداع ممكن عارض نفسي مش جسدي وثان برايي خففي من تفكير زايد بيعمل صداع,U
6152,7983,صداع و ماجا نوم وعيو تدمع,U
6153,7984,صداع من كثرت نومم,U
6154,7985,يارب يخلص لان جاني صداع,U
6155,7986,الف لا باس ان شاء الله صداع و يعدي مش كورو,U
6156,7987,صداع متي نخلص,U
6157,7988,92 343 2 86 6688 3 89 9 1 1 حوار معهم مضيعه وقت وستنزاف طاقه بغير فاءده راجعه لك وانا دخلت معهم شوي مستمعه جاني صداع وطلعت علي عكس معكم الله يبارك فيكم,U
6158,7991,ايش اسباب صداع عين لانو قوقل مطلع عميه,U
6159,7993,كل ما اجي افتح تجميع قدره معرفيه يجي صداع ودوخه واحس خلاص ما ابغي اذاكر اهم شيء صحتي,U
6160,7995,هاه يعني دقيقه بويضه حقت مين الاب هو زوج صداع,U
6161,7996,صداع من كتر فيكنيسس,U
6162,7997,كميه صداع اوففف,U
6163,7999,اكتشفت ان صدق م يروح صداع راسي الا اذا شربت قهوه,U
6164,8000,احس راسي بينفجر جالسه اصوت من جوال واسترم من جوال ثاني واشوف اداء بالاب وداخل محاضره عن صاحبتي عشان تعبانه ومواصله وعندي محاضره عصر ودوام بكري ولازم اروح سوق اوف صداع راسي بينفجر,U
6165,8001,اول يوم صداع قلبي يعور فيني نوم فيني بكيه هذا مكان مابيه,U
6166,8002,ايه صداع مستقبل ده يا درش,U
6167,8003,صداع صباحي,U
6168,8004,الله يعينك ادعي بس ما يجيك صداع يمسكك بعيونك مع حراره اكثر شي عانيت منه,U
6169,8005,اخخخ صداع ابي ارجع بيت ابي انام,U
6170,8006,متوتره من يوم م صحيت ومتهجوله دحين اللي اقدر اقول جلست بس راسي صداع وعيو مدري ايش دخل بس احس فيها ضغط,U
6171,8007,اجتماع و صداع شيعطي,U
6172,8008,صداع اختباري اسبوع جاي,U
6173,8009,صباح خير يارب صداع ضغط يجيله صداع و يعدي بسرعه,U
6174,8010,حاسب بقا ليجيلك صداع,U
6175,8011,ماكنتش عارف ان جراج عملكو صداع قوي كدا,U
6176,8012,صداع شرقيه 2,U
6177,8013,لكل حزن قهوه ولكل سعاده هنالك قهوه ولكل صداع قهوه هي سيده مشاعر وسيده اوق خلك ذيب 0 6 0,U
6178,8014,اسبوع خير يا رفاق اتم لكم صداع اقل,U
6179,8015,صداع من صبح,U
6180,8016,اضيفو الي ذلك انو دكتور يحب يهرج ويقول قصه حياتو ف يعني صداع صدااععع ف اسحب احسن صح,U
6181,8018,9 7 الله لايوريك لاشميت ريحته صداع وكتمه لدرجه مره اخوي اكل بغرفتي يوم مانمت فيها,U
6182,8019,داي جوا شخص واحد طموح وعايز يعمل كل حاجه تاني بيجيله صداع وكرشه نفس من اولا اللي هو انت عبيط عايز انا اعمل كده,U
6183,8020,بلاك بورد يضحك وضع علي اخر شي قررت تتواصل معا واغلت محاضره واح من ساعه ٨ نحاول فيه جاني صداع حسبي الله,U
6184,8021,اف صداع تعودت ع ميوت,U
6185,8022,جدال بتويتر عامه لحد يدخل صداع وغثي,U
6186,8023,لا احد يعلم كم مرات حاربت نفسي بها لكي استطيع نوم بهدوء دن تفكير دون صداع بعيدا دون اكتءاب,U
6187,8024,1 امبيه ياني صداع وانا اتخيل ريحه بس,U
6188,8025,عزيزي ولي امر طالب وقت دراسه ستلاحظ ع ابنك تغير ويشكو كثيرا من صداع والم بطن وجع اسن فلا داعي خوف او قلق ماعليك امسح طفل علي ظهره خيزر ثلاث مرات وستلاحظ فرق من اول مره جعل الله بيوت عامره خير مع تحي فاعل خير,U
6189,8026,صداع نوم اللي فيني بطلعه بشهد لو كهرباء طفت,U
6190,8027,انواع صداع معظم يصيب نساء اكثر من رجال كيف تميزين صداع صحتك اهتماماتك 8,U
6191,8028,27 مشكلتك في معده من تاكلي شي معين يجيك صداع هذي وحده او جيوب انفيه وسبب دخون عند حريم اخذي محلول تنظيف انف مفيد بعد فتره تنظف جيوب ويروح صداع وعند وجع راس حاولي رفع ارجل اعلي مده عشر دقايق تكو علي طرف جدار هذا حل لفندر عطر او صاب مفيد,U
6192,8029,صداع الي يجي بعد بكي اسوء صداع حياه,U
6193,8030,صداع مزمن,U
6194,8031,صداع نعس شي ثاني,U
6195,8032,صداع من جنب من عيين لين رقبه اففففف يارب,U
6196,8033,صداع بعد مذاكره ينسيك كل اللي ذاكرته,U
6197,8034,5 5 2222 تسبب صداع وكثير من ناس مايدر انها سبب مافيه احلي من سلك,U
6198,8035,2 تفكير بيجيب صداع,U
6199,8036,صداع ونوم وما فاهمه ذي وش قاعده تقول,U
6200,8037,صداع وهبوط وكل شي,U
6201,8038,تري اهي تبتدي ب احس ان بس خبر صداع,U
6202,8039,2 لاعاد اشوفه تايم بالله لانه صداع,U
6203,8040,انا و صداع لو صحاب مش هيفضل معا كله كده,U
6204,8041,8 سهر هو اللي يدمر جسم صحه ويسبب صداع نوم ليل عافيه وربي,U
6205,8042,صارت امنيتي ان يعدي يومي بدون صداع,U
6206,8043,7 حرف صداع صوته,U
6207,8044,صداع صداع مو طبيعي والي قاعد يصير خارج عن سيطرتي,U
6208,8045,عجب اسمي,U
6209,8046,فيني صداع لو اوزع علي مايكفي,U
6210,8047,199 اغنيه صداع شنو هذا علي صبح,U
6211,8048,سڪوت احي يغني عن زود ڪلام من قديم وقت صمت بوح عاقل 6 8,U
6212,8049,عندي صداع هيفرتك دماغي من كل عياط اللي محتاجه اعيطه ومبقتش بعرف,U
6213,8050,جايب لها صداع,U
6214,8052,حته ارت م اللي بيجيب صداع م عظمه ع مسا,U
6215,8053,صداع عين جه يسلم ع صداع راس هلا ومرحبا غوالي,U
6216,8054,صداع جعله مايتبلا مسلم,U
6217,8055,1 صداع هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,U
6218,8056,غثي صداع,U
6219,8057,حلمي بسيط انام من غير ما يجيلي صداع,U
6220,8059,صداع من بكي ماسك ابن كلب,U
6221,8060,واضح كيف راح دام انر بدايته صداع,U
6222,8061,21 اذا حسيت ان في صداع جاي اخذ وربك,U
6223,8062,4 اﻟﺸﻌﻮﺭ ﺑﺬﺍﻛﺮﺓ ضعيفه ﻧﻮﻋﺎ ﻣﺎ و قله تركيز 5 ﺛﻘﻞ في ﺍﻟﺮﺃﺱ 6 ﺃﻭ ﺻﺪﺍﻉ نصفي او كلي شقيقه 7 اذا احسست بضعف في جسم بعد قوه معتاده 8 ضعف نظر بعد قوه معتاده ﻫﺬﻩ ﻛﻠﻬﺎ ﺗﺴﻤﻰ ﺃﻋﺮﺍﺽ ﺗﺒﻴﻎ ﺍﻟﺪﻡ,U
6224,8063,دكتور نسبه لحبوب بانادريكس ممكن بديل ممتاز بنادول صداع و هل فيها نسبه كاف عاليه مثله باندريكس مافي كاف اطلاقا اي صداع لازم قبله نعرف تاريخ مرضي مفصل وبعد نقرر باندريكس او غير,U
6225,8064,لا احد يعلم كم عدد مرات حاربت نفسي بها لكي استطيع نوم بهدوء دون تفكيرد صداع بعيد عن اكتءاب,U
6226,8067,22 صداع من كتر روشنه,U
6227,8068,ليه حد ممكن يجيله صداع عند حواجبه,U
6228,8069,صداع مصدع راسي تصديع,U
6229,8071,00 عنده صداع و جاله منين المخ ده,U
6230,8072,حتي لو فرض انه يقصد حمدلله علي قوله بعض هلال وش دخله سالفه والله ان هلال مسبب صداع كثيرررررررررررر,U
6231,8073,صداع تعب كل شيء,U
6232,8074,بس جاني صداع اغتصب راسي تقريبا,U
6233,8075,صداع وشذا,U
6234,8076,ياريت ديما عند نوم زيي ما ديما عند صداع,U
6235,8077,19 هو بجد اي حاجه او اي مسكن صداع نصفي هيبقي جامد حاسس بنهرب مخدر,U
6236,8078,صداع وصامله ما انام لا اكمل سهر لان مودي عالي عال,U
6237,8079,لا والله ماصح راسي صداع اربع وعشر ساعه,U
6238,8080,الله يجير من حوادث بس ٦ ساع صداع متواصل,U
6239,8082,صداع من كثر استنزاف كلام,U
6240,8083,صداع علي تايم لاين بقاله تلت اسابيع مبتزهقوش بجد,U
6241,8084,فيني صداع ابغي كلام حلو,U
